Title,LiveUrl,Total Units,Visitors,Page Views,Module Completed Rate,Module Started,Module Completed,Badges,Shared Badges,Module Hours Viewed,Module Avg Minutes per UV,Sum of Duration,Average Star rating,Total Rater,Sandbox Activate(Clicks),Sandbox Activate(Users),Products,Roles,Levels
Introduction to Azure Digital Twins,https://docs.microsoft.com/en-us/learn/modules/introduction-to-azure-digital-twins/,8,611,"3,730",28.93%,515,149,147,,163.435,16.0492635,44,5,6,,,azure-iot;azure-digital-twins,developer;solution-architect,beginner
Manage OneDrive,https://docs.microsoft.com/en-us/learn/modules/m365-onedrive-collaboration-manage/,5,340,"1,566",62.87%,237,149,153,,68.5275,12.09308824,24,4.75,12,,,m365;office-365,administrator,intermediate
Manage relationships with relationship selling in Dynamics 365 Sales,https://docs.microsoft.com/en-us/learn/modules/manage-relationships-social-selling-dynamics-365-sales/,8,447,"2,982",44.74%,333,149,158,,189.6027778,25.45003729,60,5,3,,,dynamics-365;dynamics-sales,functional-consultant;business-user,intermediate
Solution Architect series: Implement project governance for Power Platform and Dynamics 365,https://docs.microsoft.com/en-us/learn/modules/project-governannce/,7,406,"2,273",42.09%,354,149,141,,107.3630556,15.86646141,28,5,8,,,power-platform;dynamics-365;common-data-service,solution-architect,advanced
Identify data integration patterns and scenarios in Finance and Operations apps,https://docs.microsoft.com/en-us/learn/modules/integration-patterns-finance-operations/,6,372,"2,060",53.62%,276,148,165,1,50.00444444,8.065232975,47,4.857142857,7,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,developer;solution-architect,intermediate
Introduction to Azure Monitor,https://docs.microsoft.com/en-us/learn/modules/intro-to-azure-monitor/,6,499,"2,431",40.66%,364,148,139,1,151.3147222,18.19415498,49,5,10,,,azure;azure-monitor,administrator;solution-architect,beginner
Post purchase item charges in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/post-purchase-item-charges-dynamics-365-business-central/,6,333,"2,176",53.05%,279,148,148,,100.1544444,18.04584585,36,4.25,8,,,dynamics-365;dynamics-business-central,business-user;functional-consultant,intermediate
Propose a solution as a Solution Architect for Microsoft Power Platform and Dynamics 365,https://docs.microsoft.com/en-us/learn/modules/propose-solution/,7,394,"2,429",47.13%,314,148,161,,158.4683333,24.1322335,40,5,4,,,dynamics-365;power-platform,solution-architect,advanced
Work with MLflow in Azure Databricks,https://docs.microsoft.com/en-us/learn/modules/work-with-mlflow-azure-databricks/,5,267,"1,469",67.89%,218,148,178,,31.69277778,7.121972534,33,4.375,8,,,azure-databricks,data-scientist,intermediate
Customize Windows Server IaaS Virtual Machine images,https://docs.microsoft.com/en-us/learn/modules/customize-windows-server-iaas-virtual-machine-images/,10,294,"2,420",70.33%,209,147,165,,59.31138889,12.10436508,50,4.846153846,13,,,azure;azure-cloud-shell;azure-portal;azure-virtual-machines,administrator;solution-architect;technology-manager,intermediate
Implement Group Policy Objects,https://docs.microsoft.com/en-us/learn/modules/implement-group-policy-objects/,9,719,"3,858",33.11%,444,147,184,1,212.9975,17.77447844,55,4.6,15,,,windows-server,administrator;solution-architect;technology-manager,intermediate
Introduction to Microsoft 365 Defender,https://docs.microsoft.com/en-us/learn/modules/defender-introduction/,5,372,"1,730",44.01%,334,147,109,4,44.83944444,7.232168459,20,4.75,8,,,m365;m365-ems-cloud-app-security;m365-security-center;m365-threat-protection,security-operations-analyst;security-engineer;administrator,beginner
Set up returns management in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/setup-returns-management-dynamics-365-business-central/,5,282,"1,753",61.25%,240,147,131,,52.26666667,11.12056738,26,5,2,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
"Work with users, groups, and roles in custom apps and APIs",https://docs.microsoft.com/en-us/learn/modules/identity-users-groups-approles/,8,780,"3,669",30.37%,484,147,162,,157.7275,12.13288462,73,4.9,10,,,m365;azure-active-directory,developer,intermediate
Automate the configuration of Windows Server IaaS Virtual Machines,https://docs.microsoft.com/en-us/learn/modules/automate-configuration-of-windows-server-iaas-virtual-machines/,8,300,"1,942",71.57%,204,146,162,,54.78777778,10.95755556,49,4.714285714,7,,,azure;azure-clis;azure-cloud-shell;azure-portal;azure-virtual-machines,administrator;solution-architect;technology-manager,intermediate
Build flexible Bicep templates by using conditions and loops,https://docs.microsoft.com/en-us/learn/modules/build-flexible-bicep-templates-conditions-loops/,10,486,"3,362",38.22%,382,146,167,,207.0691667,25.56409465,44,4.818181818,11,125,101,azure-resource-manager,devops-engineer;developer;administrator,intermediate
Configure flow control in Power Automate for desktop,https://docs.microsoft.com/en-us/learn/modules/pad-flow-control/,4,322,"1,271",66.36%,220,146,150,,38.59694444,7.191977226,15,4.5,10,,,power-platform;power-automate,maker;developer;functional-consultant,beginner
Create a new Node.js project using JavaScript and work with package dependencies,https://docs.microsoft.com/en-us/learn/modules/create-nodejs-project-dependencies/,9,"2,093","8,239",12.53%,"1,165",146,147,6,341.3980556,9.786853002,25,4.428571429,14,,,azure,developer;student,beginner
Explore SharePoint Online as a Microsoft 365 Enterprise Administrator,https://docs.microsoft.com/en-us/learn/modules/explore-sharepoint-online/,9,628,"3,126",44.24%,330,146,170,2,155.6230556,14.8684448,36,4.727272727,11,,,azure-active-directory;m365;office-365,administrator;solution-architect;technology-manager,intermediate
Implement and manage Active Directory Certificate Services,https://docs.microsoft.com/en-us/learn/modules/implement-manage-active-directory-certificate-services/,8,"1,817","6,858",16.33%,894,146,149,1,412.6530556,13.626408,56,4.545454545,11,,,windows-server,administrator;security-engineer;solution-architect,intermediate
Manage recipient resources in Exchange Online,https://docs.microsoft.com/en-us/learn/modules/m365-messaging-manage-recipient-resources/,6,259,"1,655",72.28%,202,146,163,,75.29722222,17.44337194,38,4.8,5,,,m365;office-365;office-exchange-server,administrator,intermediate
Onboard to Microsoft Defender for Endpoint,https://docs.microsoft.com/en-us/learn/modules/m365-get-started-defender-endpoint/,6,305,"1,929",59.11%,247,146,146,1,96.86361111,19.05513661,19,4.25,4,,,m365;m365-ems-cloud-app-security;m365-threat-protection,security-operations-analyst;security-engineer,beginner
Plan your Teams upgrade,https://docs.microsoft.com/en-us/learn/modules/m365-teams-upgrade-plan-upgrade/,9,299,"2,521",63.48%,230,146,166,1,96.33388889,19.33121516,26,4.818181818,11,,,m365;office-teams,administrator,intermediate
Configure your user interface in Dynamics 365 Finance and Operations apps,https://docs.microsoft.com/en-us/learn/modules/configure-your-ui-dynamics-365-finance-operations-apps/,13,332,"3,208",68.08%,213,145,152,,40.06111111,7.239959839,21,4,2,,,dynamics-365;dynamics-finance;dynamics-finance-operations;dynamics-human-resources;dynamics-scm,administrator;business-analyst;business-user;developer;functional-consultant;solution-architect,beginner
Connect threat indicators to Azure Sentinel,https://docs.microsoft.com/en-us/learn/modules/connect-threat-indicators-to-azure-sentinel/,7,239,"1,718",71.43%,203,145,169,,40.1425,10.07761506,23,4.6,5,,,azure;azure-sentinel,security-operations-analyst,intermediate
Discover Microsoft Viva Insights (Workplace Analytics),https://docs.microsoft.com/en-us/learn/modules/workplace-analytics-discover/,6,696,"3,285",34.36%,422,145,130,,233.2605556,20.10866858,52,4.833333333,6,,,m365;m365-workplace-analytics,business-analyst,beginner
Explore performance-based design,https://docs.microsoft.com/en-us/learn/modules/explore-performance-based-design/,7,385,"2,275",53.11%,273,145,150,,130.0775,20.27181818,50,4.769230769,13,,,azure-sql-database;sql-server,data-analyst;data-engineer;database-administrator;developer,intermediate
Store and retrieve data by using F#,https://docs.microsoft.com/en-us/learn/modules/fsharp-first-program/,7,517,"2,690",41.91%,346,145,145,,121.2619444,14.07295293,18,4.791666667,24,,,dotnet,developer;student,beginner
Control file and folder handling in Power Automate for desktop,https://docs.microsoft.com/en-us/learn/modules/pad-files-folders-handling/,6,649,"2,639",34.95%,412,144,140,,102.3819444,9.465202876,53,4.571428571,14,,,power-platform;power-automate,maker;developer;functional-consultant,beginner
Create a UI in Xamarin.Forms apps by using XAML,https://docs.microsoft.com/en-us/learn/modules/create-ui-in-xamarin-forms-apps-with-xaml/,9,805,"5,099",25.95%,555,144,148,,292.8366667,21.8263354,69,4.941176471,17,,,xamarin;dotnet;vs,developer,beginner
Create and process journal entries in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/create-process-journal-entries-dynamics-365-business-central/,7,434,"2,909",42.35%,340,144,139,,147.2094444,20.3515361,51,3.75,4,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Estimate purchase order receipt dates in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/estimate-receipt-dates-dynamics-365-business-central/,4,280,"1,455",61.54%,234,144,141,,93.83888889,20.10833333,35,4,8,,,dynamics-365;dynamics-business-central,business-user;functional-consultant,intermediate
Deploy Windows Server,https://docs.microsoft.com/en-us/learn/modules/deploy-windows-server/,9,822,"3,904",27.61%,518,143,151,2,149.0288889,10.87802109,45,5,9,,,windows-server,administrator;solution-architect;technology-manager,intermediate
FastTrack Customer Success Program for Finance and Operations,https://docs.microsoft.com/en-us/learn/modules/fasttrack-customer-success-program/,5,308,"1,411",68.75%,208,143,153,,56.11972222,10.93241342,27,5,9,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,functional-consultant;solution-architect,intermediate
Hunt for threats using notebooks in Azure Sentinel,https://docs.microsoft.com/en-us/learn/modules/perform-threat-hunting-sentinel-with-notebooks/,7,237,"1,721",71.86%,199,143,159,,37.25694444,9.432137834,31,5,1,,,azure;azure-sentinel,security-operations-analyst,intermediate
Introduction to Azure Migrate for server migration,https://docs.microsoft.com/en-us/learn/modules/m365-azure-migrate-introduction/,4,324,"1,440",55.86%,256,143,134,1,42.04833333,7.786728395,19,4.75,4,,,m365;azure;azure-virtual-machines;azure-migrate,administrator,intermediate
Implement compliance for Microsoft Teams,https://docs.microsoft.com/en-us/learn/modules/implement-compliance-for-microsoft-teams/,12,262,"2,622",65.74%,216,142,154,,150.7086111,34.51342239,74,5,4,,,m365;office-teams,administrator,intermediate
Integrate Microsoft Dataverse Azure solutions,https://docs.microsoft.com/en-us/learn/modules/integrate-common-data-service-azure-solutions/,7,423,"2,402",45.66%,311,142,140,,128.6405556,18.24688731,121,4.75,4,,,dynamics-365;power-platform,developer,advanced
Integrate Power Apps portals with web-based technologies,https://docs.microsoft.com/en-us/learn/modules/portals-integration/,6,401,"1,972",46.25%,307,142,155,1,81.05138889,12.12738986,19,5,4,,,power-platform;power-apps,maker;functional-consultant;administrator,intermediate
"Select Windows Server editions, servicing options, and activation",https://docs.microsoft.com/en-us/learn/modules/select-windows-server-editions-servicing-options-activation/,7,629,"3,053",35.41%,401,142,138,1,114.2944444,10.90249073,36,4.777777778,18,,,windows-server,administrator;solution-architect;technology-manager,intermediate
Design and implement Azure ExpressRoute,https://docs.microsoft.com/en-us/learn/modules/design-implement-azure-expressroute/,11,556,"3,996",33.10%,426,141,151,3,299.6894444,32.34058753,78,4.909090909,11,,,azure-expressroute;azure-virtual-network,administrator;network-engineer,intermediate
Persist and retrieve relational data with Entity Framework Core,https://docs.microsoft.com/en-us/learn/modules/persist-data-ef-core/,9,"2,503","12,830",9.56%,"1,475",141,157,1,524.5697222,12.57458383,64,4.694444444,36,654,483,dotnet;aspnet-core;dotnet-core;dotnet-standard;ef-core;azure;azure-monitor;azure-sql-database,developer,intermediate
"Service adoption framework - Phase 1, Start",https://docs.microsoft.com/en-us/learn/modules/m365-service-adoption-start/,4,315,"1,372",58.75%,240,141,150,1,96.57638889,18.39550265,45,4.444444444,9,,,m365,administrator,intermediate
Work with Azure Machine Learning to deploy serving models,https://docs.microsoft.com/en-us/learn/modules/work-with-azure-machine-learning-deploy-serving-models/,4,272,"1,346",62.11%,227,141,174,,34.51805556,7.614276961,23,3.777777778,9,,,azure-databricks,data-scientist,intermediate
Configure your data in Dynamics 365 Finance and Operations apps,https://docs.microsoft.com/en-us/learn/modules/configure-your-data-dynamics-365-finance-operations-apps/,8,249,"1,720",80.46%,174,140,143,,34.33916667,8.274497992,16,5,6,,,dynamics-365;dynamics-finance;dynamics-finance-operations;dynamics-human-resources;dynamics-scm,administrator;business-analyst;business-user;developer;functional-consultant;solution-architect,beginner
Getting started with Omnichannel for Customer Service,https://docs.microsoft.com/en-us/learn/modules/getting-started-omnichannel/,8,457,"3,188",36.27%,386,140,129,,214.0058333,28.09704595,78,4.5,4,,,dynamics-365;dynamics-customer-service,business-user;functional-consultant,intermediate
Develop object-oriented code in Finance and Operations apps,https://docs.microsoft.com/en-us/learn/modules/develop-object-oriented-code-finance-operations/,9,420,"3,151",49.82%,279,139,136,,146.8941667,20.98488095,54,4.818181818,11,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,developer,beginner
"Search, filter, sort and select data in Business Central",https://docs.microsoft.com/en-us/learn/modules/search-filter-sort-data-dynamics-365-business-central/,7,318,"2,083",58.65%,237,139,115,,39.69583333,7.489779874,40,4.428571429,7,,,dynamics-365;dynamics-business-central,business-user;functional-consultant,beginner
Deep learning with Horovod for distributed training,https://docs.microsoft.com/en-us/learn/modules/deep-learning-with-horovod-distributed-training/,6,261,"1,630",66.99%,206,138,163,,39.17111111,9.004853129,36,4,6,,,azure-databricks,data-scientist,intermediate
Implement resiliency in a cloud-native ASP.NET Core microservice,https://docs.microsoft.com/en-us/learn/modules/microservices-resiliency-aspnet-core/,8,519,"2,784",48.59%,284,138,167,2,101.0511111,11.68220938,60,4.615384615,13,,,dotnet;aspnet-core;dotnet-core;azure;azure-container-registry;azure-kubernetes-service,developer;solution-architect,advanced
